country,description,points,price,province,region_1,taster_name,title,variety
Chile,"This Sauvignon Blanc is neutral on the nose except for a smack of lime. Mild on the palate, this tastes of briny, salty citrus fruits and peels. A fresh finish confirms that this is straightforward but enjoyable.",85,8.0,Central Valley,,Michael Schachner,Santa Rita 2016 120 Reserva Especial Sauvignon Blanc (Central Valley),Sauvignon Blanc
Italy,"Simple, bright and tart, this easy red will pair with simple meat or pasta dishes. The bouquet offers red berry and cola aromas, with a spicy touch of dried ginger.",86,17.0,Veneto,Valpolicella Ripasso,,Cantina Sociale della Valpantena 2010 Torre del Falasco  (Valpolicella Ripasso),"Corvina, Rondinella, Molinara"
US,"This wine is rich and ripe, oozing with black cherry, boysenberry and strawberry jam aromas and flavors. It feels full and rather soft on the palate, as the acidity and tannins appear very mild.",90,45.0,California,Sonoma Coast,Jim Gordon,Freeman 2012 Pinot Noir (Sonoma Coast),Pinot Noir
Italy,"Iris, dark-skinned berry, aromatic herb and new leather aromas take shape in the glass. Vibrant and focused, the bright palate doles out crushed raspberry, Marasca cherry, clove and white pepper framed in tightly knit but polished tannins. It's well balanced, with fresh acidity. Drink 2020–2028.",91,40.0,Piedmont,Barolo,Kerin O’Keefe,Giacomo Fenocchio 2013  Barolo,Nebbiolo
France,"There is something spicy to the lemon and pear fruit on the nose. The same rich fruit expression is also present on the palate, alongside ripe fresh lemon and a creamy mousse. This is rich with flavor but remains light, dry and refreshing. The finish has a lovely lemony tang.",90,22.0,Alsace,Crémant d'Alsace,Anne Krebiehl MW,Cave de Cleebourg NV Clérotstein Pinot Gris (Crémant d'Alsace),Pinot Gris
Italy,"This savory white opens with aromas of exotic fruit, apricot, hay and a whiff of wild flower that follow through to the palate along with grapefruit and a vegetal note. A mineral accent lifts the finish.",88,14.0,Veneto,Soave,Kerin O’Keefe,Franchetto 2015 La Capelina  (Soave),Garganega
France,"This Chardonnay's acidity and minerally structure are finely balanced, and its palate already shows richness. Full, fruity and textured, the wine's touch of toast creeps into notice. This is worth aging for 2–3 years.",88,75.0,Burgundy,Puligny-Montrachet,Roger Voss,Joseph Faiveley 2010  Puligny-Montrachet,Chardonnay
Germany,"Notes of perfume, white peach and honeydew scent this vivacious off-dry Riesling. It's concentrated, with deep, penetrating flavors of lime and pink grapefruit that flood the palate and linger on the finish.",91,23.0,Mosel,,Anna Lee C. Iijima,Bischöfliche Weingüter Trier 2013 Ayler Kupp Kabinett Riesling (Mosel),Riesling
US,"As with its companion releases, the inviting aromatics capture your attention. On the palate, the wine offers classic varietal flavors of berry and tart plum, along with nuanced highlights of sassafras, bramble and a slight hint of hemp. Concentrated and compact, it should cellar well for at least a decade. Drink now through 2026.",93,90.0,Oregon,Dundee Hills,Paul Gregutt,Domaine Serene 2013 Winery Hill Vineyard Pinot Noir (Dundee Hills),Pinot Noir
France,"This medium-dry wine layers attractive spice and lychee notes with a soft, warm texture. There's a spring in the stride of this fragrant wine, its acidity adding just the right sharp edge.",89,,Alsace,Alsace,Roger Voss,Louis Sipp 2010 Nature'S Gewurztraminer (Alsace),Gewürztraminer
US,"Delicately floral in aroma, this soft, earthy Pinot offers blue and red berry fruit that are layered and generous on the finish. Food-friendly, it has the heft to stand up to bigger, bolder flavors on the plate or suffice as a sipping wine on its own.",89,38.0,California,Russian River Valley,Virginie Boone,Kobler 2009 Pinot Noir (Russian River Valley),Pinot Noir
France,This wine is soft and misses out on crisp fruitiness. Hints of the wood aging give some spice to the rounded wine.,85,22.0,Bordeaux,Bordeaux Blanc,Roger Voss,Château Turcaud 2016 Cuvée Majeure  (Bordeaux Blanc),Bordeaux-style White Blend
France,"Made in the buttery style, this is a vanilla- and toast-flavored Chablis. Tropical fruits dominate the ripe, fruity palate, and there's not a touch of minerality or steeliness in sight.",85,17.0,Burgundy,Chablis,Roger Voss,Jacques Bourguignon 2011  Chablis,Chardonnay
Spain,"Leafy, earthy aromas of raisin, baked plum and leather are oaky but also a touch green. High acidity creates an upright, juicy mouthfeel, while shrill, acid-driven flavors of plum and berry fruits end with a green reprise as well as flavors of tobacco and citrus peel. This will last a long, long time; drink through 2030.",88,140.0,Northern Spain,Rioja,Michael Schachner,Marqués de Vargas 2005 Hacienda Pradalagar  (Rioja),Tempranillo
Italy,"Made with 100% Grillo and aged for seven years in oak, this opens with intense aromas of dried apricot and stewed prune. The velvety, robust palate delivers fig, candied date and walnut.",89,25.0,Sicily & Sardinia,Marsala,Kerin O’Keefe,Florio 2002 Targa Riserva 1840 Superiore  (Marsala),Grillo
Portugal,"A fruity blend of four local Alentejo grapes, this wine is soft and smoothly rich with fine acidity and a mix of yellow fruit and apple flavors. It has plenty of crisp acidity to bring out a lively aftertaste. Drink now.",86,10.0,Alentejano,,Roger Voss,Encostas de Estremoz 2016 DJ Branco White (Alentejano),Portuguese White
US,"The Amador Zin specialist is offering its first ever Grenache here, a tremendous debut, super light in color and texture, lightly rendered to show off its layers of delicate violet and raspberry amid a meatier backbone of lurking anise and herbs. With 9% Mourvedre and 5% Syrah, this is a light red worth seeking out.",89,20.0,California,Shenandoah Valley (CA),Virginie Boone,Amador Foothill Winery 2011 Estate Bottled Grenache (Shenandoah Valley (CA)),Grenache
US,"Rich doesn't begin to describe the layers of flavor and texture. This wine is massive, with notes of tropical fruit and apricot, with a slightly botrytized character that Sleepy Hollow Chardonnays often display. The oak is lavish and buttery, but perfectly matched to the wine's volume. It also has classic Monterey acidity—as pert as a squeeze of lime. Delicious, full bodied and exotic, it defines its vineyard and appellation.",92,32.0,California,Santa Lucia Highlands,,Pessagno 2010 Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay
US,"Tight black fruit and hints of stem and wood suggest that this herbal Cabernet needs more time in bottle. The tannins are slightly green, and the softening influence of buttery barrel aging has not yet been fully integrated.",87,28.0,Washington,Columbia Valley (WA),Paul Gregutt,Gamache 2008 Estate Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon
Portugal,"DFJ Vinhos manages this 16th century property which has produced a now mature wine. It has great balance, the berry fruits moving to secondary flavors of spice, smokiness, sweet tannins and hints of toast. It's ready to drink, but will continue to develop through 2017.",92,18.0,Lisboa,,Roger Voss,DFJ Vinhos 2008 Quinta do Rocio Red (Lisboa),Portuguese Red
Spain,"Expect no shortage of power and pounding tannins from this modern-styled, heavily extracted Tempranillo. The nose is dark, sweet and jammy, but all pleasantries cease there; the palate is tannic as nails, with baked plum and other roasted dark-fruit flavors. To this taster, it's a hard, tough wine. Others may find it more appealing.",85,39.0,Northern Spain,Ribera del Duero,Michael Schachner,Telmo Rodríguez 2004 M2 de Matallana  (Ribera del Duero),Tempranillo Blend
US,"Golden hay in color, this fragrant, vineyard-designated estate wine offers floral jasmine on the nose before delving into notes of minerality and savory herb. Substantial on the palate without becoming overbearing, it's both elegant and memorable.",93,33.0,California,Sonoma Coast,Virginie Boone,Keller Estate 2012 La Cruz Vineyard Chardonnay (Sonoma Coast),Chardonnay
US,"Pure Merlot from a cool site in a cool vintage yields a somewhat attenuated wine with tart berry fruit. The barrel aging has contributed flavors of sandalwood and chocolate, but the chalky tannins need some rich red meat to soften them up.",85,30.0,Washington,Columbia Valley (WA),Paul Gregutt,Merry Cellars 2011 Stillwater Creek Vineyard Merlot (Columbia Valley (WA)),Merlot
Argentina,"Aromas of orange blossom, lychee and lemon peel are potent and oily. In the mouth, this is thick for Torrontés, with distinct oiliness. Flavors of tropical fruits and lychee are pithy and full of pyrazines.",86,19.0,Other,Cafayate,Michael Schachner,San Pedro de Yacochuya 2015 Torrontés (Cafayate),Torrontés
Argentina,"Grapey berry aromas come with sweet, reedy notes and a brandied cherry component. It feels condensed but lively, with a mix of sweet, almost tropical flavors that hint at pineapple, wild berry and herb. Tasted twice; this score and note reflects both tastings.",85,16.0,Mendoza Province,Luján de Cuyo,Michael Schachner,Doña Paula 2010 Estate Cabernet Sauvignon (Luján de Cuyo),Cabernet Sauvignon
US,"Pretty good Cabernet, dry and very tannic, and rich in black currants and oak. It's made in the modern style, and not likely to age, so drink up.",87,75.0,California,Napa Valley,,Robert John 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon
US,"This is the producer's inaugural foray into the variety, sourced from the Oak Knoll area. The wine is inspired by the Loire Valley and its well-known Cabernet Franc. Coopered in French oak and stainless steel, it retains a subtle crispness and light body, the acidity supporting highlights of floral white fig, pear and honey.",90,27.0,California,Napa Valley,Virginie Boone,Lang & Reed 2014 Chenin Blanc (Napa Valley),Chenin Blanc
US,"This is one of those wines that doesn't try to be anything except an easy drinker. Made from Zinfandel and Syrah, it's filled with ripe, sunny California flavors of raspberries and cherries, and will pair well with everyday foods like pizza and hamburgers.",85,25.0,California,Sonoma Coast,,Rumpus 2010 Red (Sonoma Coast),Red Blend
US,"This wine is mostly Cabernet Sauvignon (78%), with the rest equal parts Cabernet Franc and Merlot. Aromas of barrel spice, cedar, green herbs and black fruit are followed by tightly coiled fruit and barrel flavors that need some time to settle in.",90,60.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Matthews 2012 Reserve Red (Columbia Valley (WA)),Bordeaux-style Red Blend
US,"There's a lot of fresh fruit, caramel, cola and Dr. Pepper spice to the nose of this playful blend of 34% Grenache, 33% Syrah and 33% Mourvèdre, complete with label art by Alex Gardner. Tangy purple flowers of lavender and potpourri show on the sip along with tart plum fruit and white-pepper dust.",91,38.0,California,Santa Barbara County,Matt Kettmann,Frequency 2015 Artist Series Verna's Vineyard G-S-M (Santa Barbara County),G-S-M
US,"The aromas are generous, with notes of red apple, melon, pear and spice. The palate is lightly creamy in feel, very varietal, with a kiss of oak providing accents.",87,12.0,Idaho,,Sean P. Sullivan,Sawtooth 2014 Estate Grown Chardonnay,Chardonnay
Italy,"This wine's balsamic notes of camphor, oak, toast and crushed mint emerge in the glass while the linear palate offers licorice, sour cherry, cranberry, thyme and tobacco flavors. Close-grained, somewhat astringent tannins lend grip to the finish.",89,35.0,Piedmont,Barbaresco,Kerin O’Keefe,Nada Giuseppe 2014 Casot  (Barbaresco),Nebbiolo
Italy,"This is an organically farmed blend of Sangiovese (80%) and Syrah (20%) with elegant mineral tones at the back of red berry, smoke and campfire. Elegance and harmony stand out here and the flavors are smoky and ashy.",90,30.0,Tuscany,Toscana,,Montebelli 2005 Acantòs Sangiovese (Toscana),Sangiovese
US,"Graham Tatomer is bringing Austria to California with his exciting wines, in this case delivering aromas of tight banana, poached apple and guava along with steely gunmetal. There is great zing on the tip of the palate, with apple and pear as well as a lime zest backbone.",90,25.0,California,Santa Barbara County,Matt Kettmann,Tatomer 2013 Meeresboden Grüner Veltliner (Santa Barbara County),Grüner Veltliner
US,"From the lightly nutty almond-skin aroma, to the creamy palate and savory finish, it's apparent that the winemaker enjoys experimenting with lees contact to help broaden the midpalate. While this application might seem a little aggressive to some, there's a lovely balance of juicy red apple and streamlined, focused quince to appeal to a broader audience.",88,17.0,Michigan,Leelanau Peninsula,Alexander Peartree,Shady Lane 2013 Estate Dry Riesling (Leelanau Peninsula),Riesling
US,"Heaps of crushed black pepper meet with fresh and caramelized boysenberry fruit and beef char on the nose of this wine by Doug Margerum, who co-ferments his most hopeful lots from around the county into this annual blend. The cracked pepper shines on the savory palate too, giving spice to blackberry paste and crushed lavender flavors.",92,50.0,California,Santa Barbara County,Matt Kettmann,Margerum 2013 Über Syrah (Santa Barbara County),Syrah
US,"Seamless and soft, this medium-built expression of clove, tobacco and dark red plum offers integrated tannins and a punch of oak, before settling into a whispered finish.",88,50.0,California,Napa Valley,Virginie Boone,Clos Pegase 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon
Chile,"Spicy, forest berry aromas are slightly herbal, but familiar and reassuring. In the mouth, this basic Merlot shows structure and balance. Flavors of herbal blackberry, fig and chocolate finish with lasting minty, oaky notes.",89,11.0,Colchagua Valley,,Michael Schachner,Santa Carolina 2013 Reserva Merlot (Colchagua Valley),Merlot
US,"This is a tough wine in two ways. It's rather hard and brittle in acids and tannins now, and it's also tough to predict its future. It's rich in currant, blackberry jam, coffee and cedar flavors, but there is an undertow of raisins that could compromise its longterm viability.",88,70.0,California,Oakville,,Swanson 2004 Alexis Cabernet Sauvignon (Oakville),Cabernet Sauvignon
France,"Only recently disgorged in July 2017, this bottling is still young. It is structured with a hint of tannin as well as a steely tight texture. It is going to develop into a fine wine, rich and with a blend of apple and ripe pear flavors. Drink this bottling from late 2018.",90,50.0,Champagne,Champagne,Roger Voss,Lombard et Cie NV Brut Nature Premier Cru Blanc de Noirs Pinot Noir (Champagne),Pinot Noir
US,"This full-bodied blockbuster strikes a good balance between very ripe, lavish fruit aromas and spicy oak and berry flavors and a sense of good structure. It has gobs of strawberry and mulberry, a light and lively texture despite the high alcohol, and lingering, almost sweet finish.",87,26.0,California,Livermore Valley,Jim Gordon,Ruby Hill Winery 2012 Peacock Patch Reserve Zinfandel (Livermore Valley),Zinfandel
Italy,Aromas of fragrant blue flower and wild berry waft out of the glass. The easygoing no-frills palate offers juicy wild cherry and a hint of baking spice alongside supple tannins. It's enjoyable but already accessible and extremely straightforward by Brunello standards. Drink through 2019.,87,35.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Bonacchi 2011  Brunello di Montalcino,Sangiovese
France,"The 15th-century tower of the governor of Monségur gives its name to this wine from the local cooperative. It's a solid wine that has firm tannins along with jammy plum fruits and a ripe character. Blackberries dominate allowing some room, maybe not enough, for the acidity at the end. Drink now.",86,,Bordeaux,Bordeaux,Roger Voss,Les Vignerons Réunis de Monségur 2012 La Tour du Gouverneur  (Bordeaux),Bordeaux-style Red Blend
US,"Everything about this Pinot screams quality. Although it will only improve with time, it's certainly enjoyable now for its raspberry, cherry, cola and oak flavors that will pair perfectly with a great steak. The Dijon clones that constitute the blend reacted perfectly to the cool vintage, yielding ripe fruit along with tart acidity and firm tannins. Drink 2017–2027.",95,72.0,California,Russian River Valley,,Dutton-Goldfield 2011 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir
US,"Baked black cherry meets with nutmeg, clove and dried ginger on the very inviting nose of this bottling by Adam Lee. A sizzling acidity greets the palate, as do muscular tannins, with flavors of dark-red fruit, allspice and gingerbread falling into place.",93,55.0,California,Santa Lucia Highlands,Matt Kettmann,Siduri 2015 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir
US,This pink blend of Mourvèdre and Grenache shows rosy aromas as well as a bitter orange scent and yeasty qualities. The palate is light in both flavor and texture but makes for a refreshing hot day sipper.,86,16.0,California,Ventura County,Matt Kettmann,Clos des Amis 2016 Rosé (Ventura County),Rosé
US,"This is an exclamation point of a wine. The fruit pops with pure notes of black and red plum along with herbs and milk chocolate. It's fresh and fruit-filled, with an elegant, palate-coating texture that simply dazzles the senses.",92,24.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Walla Walla Vintners 2012 Dolcetto (Walla Walla Valley (WA)),Dolcetto
Spain,"Leafy minty blueberry aromas announce this jammy Monastrell. There's no oak on this, nor much give to a linear flat palate. Blueberry flavors hold onto the nose's grassy herbal essence, while the finish tastes peppery and vaguely green.",85,15.0,Levante,Alicante,Michael Schachner,Telmo Rodríguez 2015 Al-muvedre Monastrell (Alicante),Monastrell
South Africa,"Though the nose is a bit muted, assertive juicy black plum and muddled mulberry unfold in the round mouth. Firm tannins follow through to the dry, waxy finish. Try in another year or two, or give it a good long decant before drinking now.",86,20.0,Simonsberg-Stellenbosch,,Lauren Buzzeo,Remhoogte 2008 Aigle Noir Red (Simonsberg-Stellenbosch),Red Blend
US,"This 100% Cab shows Oakville's firm tannins, balanced acids and dryness, as well as its black currant and cassis flavors, in a wine of great elegance and sophistication. It doesn't seem like an ager, but it sure is deliciously fancy to drink over the next few years with your favorite Cabernet-friendly fare.",92,80.0,California,Oakville,,Pine Ridge 2010 Cabernet Sauvignon (Oakville),Cabernet Sauvignon
Italy,"Exuberant aromas suggest tropical fruit and tomato vine. The palate is more restrained, showing subtle yellow peach, citrus and mineral alongside fresh acidity.",88,22.0,Northeastern Italy,Colli Orientali del Friuli,Kerin O’Keefe,La Tunella 2013 Sauvignon (Colli Orientali del Friuli),Sauvignon
France,"It's certainly rich and rounded as befits a Meursault, but there is also a fine definition of fresh yellow fruits, buoyed by wood, but suffused with tight acidity. Fine, balanced concentration, with enticing spring flower aromas.",92,,Burgundy,Meursault,Roger Voss,Bouchard Père & Fils 2006 Les Gouttes d'Or Premier Cru  (Meursault),Chardonnay
France,"Named after Alain Thiénot's daughter Garance, this is rich and full of delicious fruit. Well aged, it is just developing some secondary flavors that complement the ripe apple and crisp grapefruit flavors. The mineral tang on the finish adds a bit of levity. Drink now.",90,100.0,Champagne,Champagne,Roger Voss,Thiénot 2007 Cuvée Garance Blanc de Rouges Brut Millesimé Pinot Noir (Champagne),Pinot Noir
US,"An intensely lemony wine that folds in some pear aromatics. Quite full on the palate and yet very fresh, clean and citrusy; tailor-made for the region's shellfish.",84,15.0,New York,North Fork of Long Island,Joe Czerwinski,Martha Clara 1999 Semillon-Chardonnay (North Fork of Long Island),Semillon-Chardonnay
US,"A tower of tannin shapes this deep-colored and ripely fruity wine into an awesome drink. Layers of fine tannins pile up to make a firm, thick texture that supports lots of deep berry flavors and cleans the palate as you sip. It will make a good match with grilled and roasted beef, lamb or game.",91,11.0,California,California,Jim Gordon,Bogle 2013 Petite Sirah (California),Petite Sirah
Italy,"Gavi is a white wine with delicate fruit aromas and drying mineral tones that help give it definition and staying power. This expression is particularly buoyant and feminine with pretty floral, kiwi and lime nuances on the nose.",87,,Piedmont,Gavi,,Michele Chiarlo 2007  Gavi,Cortese
US,"All coming from Rosebud Vineyard, it starts out somewhat reductive, showing appealing notes of herbs and fresh fig as it opens up. It's fleshy in feel but the midpalate concentration doesn't seem to be there. It might need some additional time to fill out.",87,22.0,Washington,Wahluke Slope,Sean P. Sullivan,Barons 2013 Semillon (Wahluke Slope),Sémillon
France,"Effectively a Blanc de Blancs, although not labeled as such, this is a crisp, steely, mineral wine. It has a Chablis-like cut and thrust of citrus and apple fruit flavors, bright and fruity, although with an attractive bottle age toast.",91,25.0,Burgundy,Crémant de Bourgogne,Roger Voss,Bailly-Lapierre NV Brut  (Crémant de Bourgogne),Chardonnay
US,"Light and clear in color, this impish wine needs time to grow up in the bottle, its profile momentarily giving way almost entirely to savory Asian five-spice and a sharp acidity that should interweave together expertly over the years. Vibrant and complex, the fruit is sultry and dusted in earth. Set this one down through 2017.",90,48.0,California,Sonoma Coast,Virginie Boone,Sojourn 2013 Rodgers Creek Vineyard Pinot Noir (Sonoma Coast),Pinot Noir
Italy,"Here's a simple ripasso, with aromas of raspberry and black pepper. The palate is a bit lean but offers bitter cherry, licorice and white pepper notes. This will match well with gnocchi in cheese sauce or mushroom risotto.",86,28.0,Veneto,Valpolicella Superiore Ripasso,Kerin O’Keefe,Ca' Rugate 2011  Valpolicella Superiore Ripasso,Red Blend
US,"A nice Sauvignon Blanc, rich in lemon, lime, pineapple, green apple and honey flavors, brightened by a pleasant hit of acidity. A little sweet, but that makes it pair well with Asian fare.",87,28.0,California,Santa Ynez Valley,,Refugio Ranch 2009 Tiradora Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc
France,"This is a crisp, lively and fruity wine, bright with acidity and lightly textured. A vanilla edge adds extra interest. Drink now.",85,13.0,Burgundy,Mâcon-Villages,Roger Voss,Cave de Lugny 2016 La Côte Blanche  (Mâcon-Villages),Chardonnay
US,"This wine opens with aromas of vanilla and baking spices that are followed by broad, silky-feeling fruit and barrel flavors, finishing on a somewhat bitter note. The oak holds a prominent role but still plays its part well.",87,25.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Claar 2011 Estate Grown and Bottled Merlot (Columbia Valley (WA)),Merlot
Australia,"Paler than typical for Australian rosés, this is more in the style of southern France. It's light to medium in weight, with a crisp, refreshing feel and bright berry and lime zest flavors. Drink now.",88,15.0,Victoria,Victoria,Joe Czerwinski,Tournon by Michel Chapoutier 2015 Mathilda Rosé (Victoria),Rosé
US,"There's a lot of complex, youthful charm in this Cabernet-based wine, which was grown in both of St. Supery's estate vineyards, Rutherford and Dollarhide. It's very rich and ripe in blackberries, cassis, blueberries and dark chocolate, with a savory spiciness. This really defines the Napa style, and demonstrates the great success of the 2007 vintage.",93,65.0,California,Napa Valley,,St. Supéry 2007 Élu Red Wine Red (Napa Valley),Bordeaux-style Red Blend
Germany,"Slightly savory, subdued apple and nut tones on the nose belie the intensity of fruit, mineral and earth ntoes that collide on the palate in this Kabinett. Green apple and lime flavors pierce the midpalate, catapulted by struck slate mineral notes and acidity. There's so much development to look forward to in this wine. Hold until 2020.",92,34.0,Mosel,,Anna Lee C. Iijima,Maximin Grünhäuser 2015 Herrenberg Kabinett Riesling (Mosel),Riesling
US,"This is aged four years prior to release, which proves a benefit here, as it helps tame the spicy wild-berry flavors. The aromatics offer an olfactory tapestry of orange peel, violets, sandalwood, cherry cola and more. It's balanced and sophisticated, offering many subtle pleasures.",89,65.0,Oregon,Chehalem Mountains,Paul Gregutt,Rocky Point 2011 Le Cadeau Vineyard Lot 50 Pinot Noir (Chehalem Mountains),Pinot Noir
Chile,"Although it's standard in many ways, sometimes regularity done right works. In this case, the wine brings tropical aromas along with saline and green herbs. In the mouth, it's fresh and briney, with tropical fruit, citrus and green notes. Tangy and pure; nice for the price.",88,10.0,Casablanca Valley,,Michael Schachner,Quintay 2010 Clava Coastal Reserve Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc
US,"Young and bright, this is loaded with fresh boysenberry and tart cherry flavor. At first sip, it seems concentrated with excellent structure and length; as it breathes some green tannins begin to show in the finish. Overall a good effort.",89,25.0,Washington,Washington,Paul Gregutt,Frenchman's Gulch 2008 Cabernet Sauvignon (Washington),Cabernet Sauvignon
US,"You might want to lay this Syrah-based Rhône wine down for a year or two. Tasted in the early fall of 2010, it's sharp and fresh-fruity, which gives the cherry, raspberry and cocoa a jammy taste. The grapes come from Paso Robles and Santa Barbara County.",89,50.0,California,California,,Dragonette 2007 MJM Red (California),Rhône-style Red Blend
US,"This selection is from the winery's first planted vineyard, now nearing 20 years of age. It's all Pommard clone, offering a burst of pretty cherry fruit backed with stiff tannins and a streak of iron. Still showing some sharp edges, it's just out of 15 months in 50% new oak, and will benefit from aerating or further bottle age.",91,48.0,Oregon,Willamette Valley,Paul Gregutt,WillaKenzie Estate 2012 Aliette Pinot Noir,Pinot Noir
US,"Aromatic of fresh apples and pears with just a hint of savory spice, this wine is full bodied yet refreshingly brisk. Dry in style with subtle apple flavors, it finishes with a pleasant tartness.",87,14.0,New York,Finger Lakes,Anna Lee C. Iijima,Glenora 2012 Pinot Blanc (Finger Lakes),Pinot Blanc
France,"This medium-dry wine is rich and rounded. It has concentrated flavors of spice, mango, crisp lime and ripe apple. Full-bodied and rounded, it has a good shot of acidity.",89,,Alsace,Alsace,Roger Voss,Meyer-Fonné 2011 Réserve Pinot Gris (Alsace),Pinot Gris
Portugal,"A forward, fruity wine that shows ripe black-currant fruit. It does have the structure that comes from the tough soils of the Douro, but this is balanced by the acidity, juicy fruitiness and ripe tannins. Drink now.",87,9.0,Douro,,Roger Voss,Symington Family Estates 2011 Altano Red (Douro),Portuguese Red
US,"This wine is a blend of Monette's Vineyard Grenache and River Rock Syrah (15%). The volatiles are amped up, along with aromas of raspberries and herb. The flavors are full and liquorous, showing a fair amount of heat.",86,30.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Elephant Seven 2014 First and Mercer Grenache (Walla Walla Valley (WA)),Grenache
US,"For a variety that's typically plush and jammy, this is a very savory spin. Charred fruit aromas interweave with oregano, leather and maduro cigar on the nose. Sandalwood, coffee and roast beef flavors arise on the palate, where a core of blueberry fruit is wrapped in polished tannins.",92,48.0,California,Templeton Gap District,Matt Kettmann,ONX 2014 Black Orchid Petite Sirah (Templeton Gap District),Petite Sirah
Austria,"The finely tuned sweetness of this Auslese brings out the muskier notes of apple: a mix of fresh and baked fruit, with peeled skin and compote flesh. Initially, there still is the spectre of yeast but with some time there are hints of burnt sugar and apricot compote, too. A lovely, engulfing apple tartness makes this as suited to baked fruit desserts and fruit tarts as to creamy, ripe cheeses. Full marks for poise and freshness. This is a baby still and will need time to come into its own and unfold even more layers. Drink from 2018.",95,60.0,Wachau,,Anne Krebiehl MW,Emmerich Knoll 2013 Ried Pfaffenberg Auslese Riesling (Wachau),Riesling
Spain,"This is deep, lush and earthy on the nose, with tobacco, broad spice aromas and fair but generous oak. It feels tight and balanced, with toasty, peppery flavors of cassis and black cherry. It's long, toasty and chocolaty on the finish, with layered spice accents. Drink now through 2016.",91,34.0,Northern Spain,Rioja,Michael Schachner,Telmo Rodríguez 2008 Lanzaga  (Rioja),Tempranillo Blend
Italy,"This opens with evident oak aromas of toasted wood, espresso and coffee bean followed by underpinnings of black fruit and pepper. The palate shows ripe black fruit, espresso and oak. Although it has nice depth, the finish is cut short by by drying wood tannins.",87,50.0,Piedmont,Barolo,Kerin O’Keefe,Virna Borgogno 2009 Cannubi Boschis  (Barolo),Nebbiolo
Chile,"This bottling is Bisquertt's first foray into the world of Pinot Noir. The wine smells like a wet dog, along with some candied, artificial fruit aromas. A chunky, sticky-feeling palate houses medicinal, green berry flavors, while the finish is oaky and remains medicinal and hot.",82,25.0,Leyda Valley,,Michael Schachner,Viña Bisquertt 2013 Crazy Rows Pinot Noir (Leyda Valley),Pinot Noir
US,"A very nice wine that shows the smooth, complex tannin structure, ripe fruit and dry balance you'd want from a Napa Valley Cabernet Sauvignon. You'll like the blackberry, cherry and cedar flavors, enhanced by touches of dried herb and cocoa. Drink now–2015 for fruity freshness.",90,45.0,California,Napa Valley,,Bell 2009 Claret Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon
Italy,"This bright Barolo with fruit sourced from two of the most important crus in the Langhe area of Piedmont opens with ripe red fruit aromas with toasted almond, cola and exotic spice. The long finish shows elegant accents of mesquite and cedar wood.",91,75.0,Piedmont,Barolo,,Virna Borgogno 2007 Preda Sarmassa  (Barolo),Nebbiolo
US,"Notes of sweet pipe tobacco, dark fruit liqueur, mint-chocolate and raisin mingle on the medium-intense, ripe-smelling nose. Medium in body, this has a texture defined by its salient acids rather than its tannins, creating a bright feel. The light tannins add a dusty quality to the finish, concluding with hints of raspberry coulis and cherry.",85,18.0,New Mexico,New Mexico,,D.H. Lescombes 2009 Pinot Noir (New Mexico),Pinot Noir
US,"A fine trio of vineyards—Boushey, Cold Creek and Sagemoor—comprise the blend here. The fruit runs the table from cherry to blackberry to cassis, threaded throughout with fresh herbs and clean earth. Good balance with no heat from the 14.7% alcohol; the tannins are polished and drying, and the finish has a soft, leathery smoothness.",91,45.0,Washington,Columbia Valley (WA),Paul Gregutt,Lachini 2007 Spur Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon
US,"This Syrah is overripe. It has a taste of raisins and prunes­—a baked, Porty quality—like the grapes had been grilled before being made into wine.",81,25.0,California,Santa Barbara County,,Paredon 2007 Syrah (Santa Barbara County),Syrah
Portugal,"This rich, wood-aged wine is beautifully creamy as well as crisply fruity. It has a touch of spice and honey from the wood as well as fine acidity and citrus juiciness. It is a young wine, one that is ready to drink now but will be better as it rounds out from 2018.",90,50.0,Tejo,,Roger Voss,Quinta do Casal Branco 2016 Faloaria Vinhas Velhas Fernão Pires (Tejo),Fernão Pires
US,Briary berry flavors highlight this estate-grown Malbec. It's flecked with pepper throughout a medium-length finish.,88,30.0,Washington,Columbia Valley (WA),Paul Gregutt,Gamache 2009 Malbec (Columbia Valley (WA)),Malbec
